RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022
61892,7132,10606,zip,NY,NY,White Plains,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County,334716,337560,338289,342131,345414,349258,353055,355715,357825,360340,363649,368181,370611,373368,376934,380558,383729,388643,393935,402203,408199,414548,417095,421933,426803,434050,439673,443454,445084,446117,448290,450273,452602,455254,459504,465530,471253,475317,479806,484340,490148,495348,501114,508524,515342,523219,530553,534944,539388,542125,547749,550511,553441,553906,555888,559059,564075,571378,578716,585439,591894,597072,600819,604080,609926,618178,625899,632854,639213,644814,649874,656313,663323,668448,674544,683330,694250,699076,697037,693438,694001,695216,695497,691497,688577,684012,681228,677119,676997,676842,680146,680944,681117,677614,671914,667599,666703,666455,662573,660276,659872,663543,663707,662582,656597,650889,645956,642263,637669,632225,625800,619674,613573,608240,599548,591815,584415,581053,576869,572953,569343,566061,565619,569671,575081,581443,582163,583525,581630,578905,575422,571429,565402,559416,556564,555262,551491,548014,549305,550983,547556,541173,534748,531504,528278,528749,527945,528909,528670,532486,535474,536374,536897,535683,535644,533777,531629,530912,531367,532137,535227,537226,541717,542941,544248,545670,546141,547544,548774,551613,554590,555675,556133,554582,553967,555205,557221,561901,565532,567826,569611,571813,575272,576840,576959,578377,579762,581398,582809,583884,584113,582282,580393,575253,571638,571902,575961,578502,580282,581288,585823,587991,590168,592887,595460,599965,602511,606811,609790,612094,612725,614375,618311,622393,625183,630503,636164,642999,646721,639789,631213,,610125,602569,599472,599061,601504,602145,604607,603161,604691,606998,610376,611324,609654,608557,608869,608805,609216,610447,614279,620769,626947,630387,629616,626438,626343,628069,632416,638256,644800,649598,653401,656798,660234,664071,671806,685854,698658,705277,703545,703395,706440,711417,713410,717465,727145,737770,743654,746614,749826,755467
62187,7179,11703,zip,NY,NY,North Babylon,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County,168125,168273,169331,171444,174835,178030,181192,183912,186701,190419,194278,199769,203414,206529,207970,209894,211873,213717,216312,218778,221109,223261,225916,228632,230691,233297,236472,240108,243229,246088,249939,254837,261477,265741,270208,272354,276318,279603,284777,289439,294299,298133,302298,305233,308827,312768,317284,320964,324757,328561,331620,335105,338145,341953,345785,350906,355563,360218,362033,364737,369848,375802,380897,381586,384318,388205,392669,396726,400143,404031,407307,410536,412936,415580,417782,420468,422645,424954,425788,426388,426108,427325,427040,425364,423205,422343,422310,420121,418464,416498,415656,412987,410683,408796,406498,405235,403425,401596,396944,393877,390208,387947,383386,379291,374633,370441,365838,361034,356010,351741,348678,346532,345046,344148,342759,341735,340362,339710,338962,338646,334809,335763,336933,342287,342743,342581,341369,339373,337015,334631,332963,331510,331096,331006,329357,327118,324814,324129,322597,322031,320710,319391,317284,316380,316035,314510,312526,310805,309812,311322,312548,314234,314059,313379,313733,312688,312076,311604,312414,314122,315096,314626,315091,315534,316771,317817,318856,320755,322162,323079,324632,326031,327433,327731,326652,325082,325180,325788,326388,327203,328928,330958,331516,330876,330390,330093,331801,333399,334428,334078,333809,331815,330102,328598,330683,332396,335125,335597,336532,337601,339520,341320,342576,344379,346384,348235,348936,350229,352686,355961,358747,360284,362165,364846,367380,368753,370164,371137,372791,374498,378072,382505,386087,388913,390778,392670,394015,394793,395228,395391,397684,400286,402978,404569,406297,408280,410054,410953,410412,410597,412498,416494,420000,422812,425148,427267,428979,432242,437456,444837,453083,461301,468957,474958,481229,487324,495459,502580,511816,519012,525797,529657,533397,537543,543263,550017,557703,563711,570217,574387,578742,579952
62906,7180,13031,zip,NY,NY,Camillus,"Syracuse, NY",Onondaga County,102148,101967,101875,101858,102293,103333,103514,103625,103115,103261,103082,103300,103593,104159,104329,104538,104930,105681,106633,107556,108237,108962,109507,110434,111109,111336,111788,112060,112912,112918,113321,113511,114111,114508,114943,115865,117066,118437,119366,120427,121307,122064,122481,122795,123251,123882,125706,127560,128717,128636,128261,128332,129086,130019,131192,131571,132383,132719,133306,133608,134018,135053,135201,135250,135271,135969,137217,138176,139305,140782,141875,142994,143670,144225,144937,145605,146489,146936,147369,147882,148193,148156,148213,148656,149511,150252,150647,150986,151377,151986,152295,152963,153283,153802,153626,153721,153757,153948,154137,154541,154289,153913,153203,152990,152647,151943,150995,150253,149663,149502,149240,149429,149549,150235,150655,150931,150514,150299,150299,150191,150194,150521,151627,152988,153793,154137,154028,153197,152028,150979,150367,150111,149933,150381,150681,150681,150335,149931,149748,149577,148964,147782,146394,145452,145044,144924,144948,145244,145866,146158,146754,146975,147555,147714,147983,148328,147884,147505,147618,148339,149217,149773,149933,149693,149490,149775,150031,150516,150975,151694,152109,152106,151920,151329,150984,150751,150654,150764,150919,150871,150716,149984,149585,149565,150252,150806,150925,150998,151411,151805,151902,151802,151669,151778,151685,151525,151502,151637,152091,152776,153513,154117,154521,154597,154293,153555,153606,154514,155248,155788,155765,156468,157049,157626,158174,158535,159889,161486,163112,163595,163692,164080,164870,165798,166149,166289,166442,167012,167292,167114,166563,166767,167730,168869,169761,170243,171162,172467,173289,173288,173108,173937,175813,177940,179858,181779,183942,185228,187294,189084,191869,194039,195817,198175,199342,201350,203339,206761,209619,211703,212011,212288,212747,214295,216064,219213,223127,227435,228835,229907,230320,232110
62213,7225,11733,zip,NY,NY,Setauket,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County,296556,297350,298459,301196,304982,309673,315515,320266,325036,329951,335704,342376,346180,350465,354273,358669,363019,365092,369319,373985,382086,389224,395725,398454,401275,404909,409946,413470,415974,419980,426711,434799,442405,446736,450840,454908,461676,468290,475914,483680,490591,497626,503384,512008,517843,525242,530601,538694,545157,551149,555101,560266,564317,568687,573592,579112,583763,587288,586405,587211,591457,597989,604457,607453,613465,617985,620467,619006,618607,621309,627066,633070,639067,646467,652148,656723,659964,663050,664099,664197,663211,663103,661964,661643,659791,658199,655947,652665,650989,650402,650368,650336,649600,652304,651211,649509,643667,639865,636774,641555,641596,641064,632550,627040,619534,614949,611773,610533,606872,601964,597866,595664,594946,595066,593512,591170,586088,580576,575298,571655,567503,568974,571494,577583,579745,581632,581807,580849,580198,578625,577176,575100,574498,574348,571970,568324,565214,565069,564544,563680,561300,558939,556215,554055,553272,551316,548843,546311,543975,542306,542343,542359,541115,537283,536096,535283,538841,542490,547160,547576,547856,548175,551190,552967,554734,555424,556807,558641,560528,560581,561831,563236,565349,565417,563092,559803,557179,555214,553392,553328,554775,558306,558436,557266,555089,554277,555016,555945,556935,556966,556660,554624,552867,552543,555428,557250,557933,556377,555561,555636,555138,555069,554751,556504,558252,558142,556620,555366,558682,562897,567012,567441,567725,568928,570908,571546,571091,569821,570555,570552,572796,574083,577007,580007,583454,585849,587232,587346,587080,585251,586317,588997,591419,591267,591174,590661,590766,589505,589169,589924,591471,593586,595283,596386,596696,597361,598268,602798,609538,620048,631176,641617,647260,650524,654889,661742,672026,681423,695271,705611,716912,722605,727182,730742,735871,744558,752228,760532,769015,775317,779083,778787
62254,7234,11780,zip,NY,NY,Saint James,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County,307706,309453,310880,314483,318378,322778,326734,330616,334854,337978,341103,345637,350040,355178,358570,362370,365845,370787,377156,382077,385825,390040,395965,400227,402510,404558,409089,414727,420577,425368,432446,440782,451666,457703,464022,468852,477188,484150,490621,495930,500126,505372,510927,514696,516720,518728,523540,527520,532050,536735,541528,547524,553313,559076,564432,570972,579124,585650,587248,588470,593385,599300,606213,609224,614660,618929,626298,632830,641567,649171,657926,663927,668056,672986,677485,682702,685847,689742,691056,689167,683091,678266,673533,671318,668390,668535,667040,664623,661030,656758,652769,650425,649484,650964,648893,647055,641952,638249,633847,633558,630128,626929,619672,613897,607329,598426,590768,584778,581750,579380,577364,575669,571911,567519,562826,560407,557220,554525,550893,549304,544584,545430,546999,553554,557123,559507,559187,556251,553183,550636,548351,545922,543923,543196,542919,542000,540975,540278,540006,539634,538475,538596,538798,539091,537955,535613,532340,530024,528569,528331,528698,528649,527327,524024,523365,523034,523624,523458,522784,522020,521873,523077,526143,528153,529667,532513,535900,540318,543011,543134,545512,547848,552946,555006,554248,551786,550740,551153,549635,548507,546999,547928,548527,548478,547213,545397,546321,547126,547375,546657,548841,548635,548417,546385,548499,548888,550401,549383,548939,548242,548629,551001,553210,556121,557717,556814,553620,552324,555270,560519,565429,568276,571654,575016,578467,579248,579054,578632,579599,580730,583129,585385,587664,589228,591190,591885,592105,589838,589458,588568,591893,596259,599911,601325,600807,600411,599795,597119,594324,592179,592398,594649,596930,598926,600445,603375,605859,610135,615918,625834,636387,645803,653287,660617,668829,676619,685311,692939,703077,711362,720108,724958,729158,733604,741414,752961,762501,768931,774409,778982,783025,782759
63234,7246,13676,zip,NY,NY,Potsdam,"Ogdensburg-Massena, NY",Saint Lawrence County,58146,58418,58743,59377,59935,60192,60416,60307,60510,60605,60393,60122,59834,60382,60903,61634,62472,63223,63812,63843,64000,64139,64727,65402,66165,66799,67317,67935,68541,69136,69509,69771,69930,70204,70665,71208,71732,72108,72498,73038,73412,73803,73952,74595,75343,76432,77452,78321,79003,78946,78918,78786,79101,79309,79566,81305,81514,81722,80367,80477,80401,80417,80696,81101,82090,82723,83679,84066,84963,86973,90015,91409,91313,89958,90992,91849,92057,92193,93122,94665,95230,95278,95314,96365,97218,98228,98334,98445,98655,98588,98303,97684,97777,98220,99178,99481,99891,100006,99897,99418,98705,98143,97337,96754,96086,95665,95298,95063,95036,95032,94843,94507,93910,93400,92726,92156,91446,90788,90197,89929,89835,89893,89864,90036,90117,90334,90335,90228,90073,89671,89357,89043,89154,89477,90092,90887,91559,91827,91829,91973,91913,91785,91584,91781,92368,93086,93595,93666,92558,91272,90599,90782,91548,91795,91625,91196,90220,90590,89570,90074,89273,90262,89802,90002,90119,90669,91533,92228,93104,93210,92985,93566,94855,96178,96354,95834,95502,95428,95484,94969,94846,94717,95197,94207,93546,92868,93074,93176,92922,92517,91312,90221,89470,89479,89668,89690,89872,90137,92569,92977,93732,92574,93495,93560,93094,92353,91854,91503,91031,90418,90029,89801,90150,89807,89533,88592,88415,87768,87398,87835,89144,90629,91378,91916,92397,93321,93987,94893,95470,96157,96849,97197,97278,97082,97336,98238,99386,100256,100828,101249,101631,101683,102067,102167,102006,101525,101214,101590,102457,104913,106875,108712,109717,110549,111094,113819,117693,122368,125144,127770,129583,130792,133316,136768,140446,141219,141905,142489,146727,149263,151322,149898
62297,7272,11950,zip,NY,NY,Mastic,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County,104863,105681,106574,108118,109040,109594,110004,111003,112785,115000,117067,119030,120264,121574,122212,123044,124229,126016,127800,129567,131552,134344,136926,138407,139140,139864,141249,142921,144468,145958,147838,150815,154609,157346,159751,161944,164895,168055,170703,173470,175961,179041,183075,187289,191296,194339,197566,200502,204094,207695,211072,214023,217152,220921,225028,229506,233492,237912,239049,240380,242817,246921,251303,254579,258715,263227,266376,268176,269323,271749,275099,278263,280227,282063,283434,285258,286976,288778,289251,289552,289090,289866,289738,289567,288629,288571,289317,289299,289002,288484,288456,287533,286001,285671,285299,284549,281411,277433,273481,270564,268901,267047,264425,261121,257450,255492,252681,250186,246637,243704,240570,238196,236182,234605,231339,228928,226598,225517,223509,222146,218880,218144,218627,221016,222676,222698,222708,220092,217647,214393,211541,209764,207869,207678,206120,204831,202519,200725,198950,197145,194087,190820,188822,187799,187738,186663,185995,184973,183897,183394,182588,182435,181677,179935,178257,177499,180564,183389,185371,185417,185372,185626,186378,187855,188636,188935,189866,190608,190932,189414,188491,189029,190523,192155,192019,191696,191340,192046,192191,192930,193404,194276,193277,191327,190604,192013,194930,197341,198688,199696,199385,198290,197255,197547,200131,202177,203394,202995,203027,203959,204329,204900,205863,208080,209517,210436,210552,211023,212172,214327,216499,217417,217707,218112,218984,220610,222463,224038,226345,228845,232119,234493,237444,240536,245138,249258,252699,253048,252710,251855,252596,254058,255325,256520,258054,260187,263200,265259,267123,268808,271441,274880,277941,280958,283422,285369,286588,289385,294463,301323,309526,317038,323741,329198,335120,340891,346390,350085,356102,361903,369714,374063,378052,381078,385590,390816,395924,400767,405526,408605,410605,410603
61810,7279,10470,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,224009,224379,225127,226560,227954,231011,234241,236871,238279,239985,244201,249230,255205,259876,263157,264276,264868,264325,264629,265497,267717,269385,271641,273459,273265,272660,272688,275458,277578,279608,281600,284105,286388,288296,289757,291802,294825,298345,301026,302898,303116,298483,295432,298863,,326110,327581,322524,325147,331952,337177,341713,347083,351832,353007,354245,355436,362553,370732,379677,382661,384671,389057,400222,407827,413282,415657,420869,428807,431898,433922,436511,443535,450029,451439,450891,452900,456933,458236,457086,454287,456254,462671,474589,485414,493213,496446,500257,503336,507126,508639,508710,505866,503037,499674,495154,491624,488937,486263,480885,474884,471758,471540,470002,463142,457418,450877,448998,442976,436421,431115,426040,424376,420639,419422,413092,409596,407067,410070,411967,410836,411049,405106,397132,398687,399105,403336,395225,392619,388955,385500,378339,376890,381714,392444,391862,384315,380077,384655,392300,393748,394348,387652,386003,380386,379890,378070,381852,384644,383677,379982,377693,377876,374311,379678,381809,385979,379474,376580,375583,376799,379285,379580,382329,385229,394371,399039,401169,400357,401749,404241,403178,401405,398321,398893,401328,402878,403226,403266,406227,411064,412959,410655,412626,417379,425780,430594,432414,433093,433618,435901,435925,430755,426670,424550,427127,427894,430550,431445,434544,437220,442425,447316,452603,455876,458149,460333,461032,462696,467205,472885,478648,481869,480894,477352,475017,477560,479384,484310,488969,496758,498900,498038,498271,497805,497116,496419,497279,500907,507483,514194,520196,525018,527332,526379,522744,522659,526217,529920,532778,538462,539506,539103,537492,541632,548619,558185,567175,572351,573173,568242,566360,565387,573375,578230,581556,578884,578619,579853,587538,594815,602142,606337,612288,617292,621567,625414,628295,633079,637058,640961,641266
61889,7288,10603,zip,NY,NY,White Plains,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County,272961,276439,278091,281346,283532,285680,288741,291483,293894,296674,298663,301934,304703,309749,314005,318525,322208,327940,330538,333178,336425,341752,346157,350471,356548,363791,369930,372046,373574,375350,380446,385715,389559,393022,396332,401934,406846,410510,412943,416310,419314,421701,423568,425732,429033,433707,440358,445668,450357,456019,463204,470375,473643,476105,478150,483870,489806,498053,504999,511465,516722,520731,524456,528769,537250,545505,552258,557951,565116,570996,573830,577060,581720,585950,590670,594333,599191,600433,599495,597948,596567,596150,596125,593685,591845,586863,584572,581207,580802,582041,584488,586177,585590,585181,582688,579764,577354,576033,574838,574996,575875,577270,578874,580356,580282,576584,572879,568727,562281,556024,550816,546728,542632,538139,535215,532474,529769,528976,527582,524964,524809,523717,522514,520326,519895,523362,522114,521005,516962,513084,509219,504908,499210,492223,490636,489048,486972,483226,485878,487364,485696,479139,474336,469724,465940,462394,457772,454183,455208,459381,462212,459251,456662,455362,456347,454126,453881,453917,459723,465640,470548,470983,472052,474702,480199,485534,489594,492602,493169,493450,495046,495820,496826,495588,493956,493841,492969,494731,494414,494230,495404,498493,503185,506467,508996,512309,512204,511920,508811,507017,504836,505880,506507,505535,500672,500004,502304,506350,509562,509958,509795,509036,509265,513312,516389,521309,522150,524833,528229,532790,535333,537908,541468,545667,548105,553105,557384,562991,565778,564826,562139,555258,549440,544276,542917,543972,545878,546373,547680,547226,549458,552100,554410,553745,551534,550863,552931,555682,556887,559955,563999,571191,574231,574103,571428,571251,573727,576764,581015,587764,595530,601666,605239,608247,610323,613588,619976,630696,642320,650076,651433,653303,656531,660491,661134,664739,673070,681514,685513,687737,691401,695668
63610,7306,14564,zip,NY,NY,Victor,"Rochester, NY",Ontario County,181650,182446,183149,184824,186142,187264,188026,188969,190254,191367,192391,193148,194433,195748,197021,198036,199270,200559,201695,200414,199007,197530,198476,199749,201001,201986,202943,203901,204472,204957,205829,207172,208693,209339,210074,210925,212557,213935,214426,214417,214569,214764,214754,214868,215495,216972,217830,218748,219204,220050,220845,221826,222686,223058,223259,223716,224588,226557,227775,228908,229087,229615,230306,230749,231752,232538,233991,235167,236709,237591,238579,239112,239774,239878,240556,241121,241775,242087,242469,243722,245141,246814,247458,247322,246891,246783,246436,246534,247008,248316,249331,250258,251100,251789,252115,252276,252752,253537,254349,254524,254099,253878,253413,252913,252382,251974,252456,253213,254108,253922,253790,253713,254575,254746,255125,255528,255424,255091,254199,253511,253598,253731,254351,254690,255062,255151,255143,255214,255166,254259,253997,254126,253857,252934,252192,252341,253299,254258,255092,254992,254398,254491,254991,256017,255829,255636,254938,255242,255194,255397,255830,255923,256221,255878,255975,255797,256331,256766,257293,256863,256639,257118,258126,259987,261401,263012,263702,264593,264967,265557,265634,266112,266241,266692,267439,268016,268211,267690,267666,267417,267584,266846,267156,267428,268288,268688,269375,270318,271374,272133,272861,273125,274309,276467,278827,279763,279936,279234,278893,278579,278764,279012,278288,278398,278800,280334,281029,281709,281930,282852,283388,283986,284338,284079,283837,283805,285566,287428,288836,289719,290823,292886,294696,296090,296887,297560,298649,300035,301270,301957,302271,302648,303005,303906,304808,305567,305790,306649,307234,307809,308138,309111,309657,310789,312366,313907,314408,315233,317734,320666,323926,325969,327927,330132,333106,336803,341412,346945,353677,361177,366932,370712,371585,373239,374489,377483,381589,389261,397987,405896,410228,412432
61909,7312,10805,zip,NY,NY,New Rochelle,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County,328798,328768,328107,327752,327180,326702,327996,329093,333189,342221,352351,365339,374110,382078,385472,387984,393806,400869,407584,413935,419775,425321,429284,430342,426691,426342,429512,435845,440103,443969,444645,441589,440786,447870,456613,467684,478818,494535,506072,512573,519034,522918,531056,534240,539673,542301,548865,554556,558932,555920,552843,551283,560088,568360,577462,582850,587024,592671,599399,605531,611250,613758,620306,620216,621138,623225,633385,649059,666454,678995,683932,688565,697180,708493,718179,733859,749099,757448,755092,747459,745260,745477,749348,747924,744774,740776,740828,740824,740651,741253,743870,747032,747871,744998,741446,737465,735525,733830,732081,727663,722562,717193,714523,711628,706771,698017,692543,685892,678982,670372,664764,660037,651112,639293,628901,621276,618787,616111,613510,607836,609383,612604,619893,625623,629062,634961,635445,638291,636815,636415,635705,633140,629492,624205,624128,620681,615665,608486,607616,608899,604827,601003,594117,589352,582406,580419,576847,573880,567357,565489,561848,559000,557187,556155,555266,555598,556300,559483,560238,564041,571167,576881,579488,577820,573431,573851,576847,583626,588368,592869,598758,603715,606633,605603,603288,604128,607265,610240,610676,610294,612781,608882,605777,599436,595989,593993,598278,603241,605092,601928,599535,601590,602196,604171,601446,603309,606259,609306,608229,602692,600617,601319,603199,603544,600236,597244,595786,597438,602755,609825,615841,624312,631656,638092,641024,644812,648065,651855,656588,657485,656749,649083,646238,641195,639510,637268,638386,638362,640324,640022,642614,647953,655333,658114,657088,655288,657097,656921,656705,657964,663117,669089,672319,667820,662280,659035,663485,668030,673666,680649,692633,700787,707574,708867,710617,715107,723222,737998,751069,760569,760944,762638,765197,771029,774359,782950,795564,808428,814785,817847,822503,827104
62956,7347,13104,zip,NY,NY,Manlius,"Syracuse, NY",Onondaga County,166277,167488,168615,170175,170993,171162,170125,169138,168081,168032,167972,168835,170389,171670,172229,172455,173456,174212,174794,175275,176011,176351,176317,176207,176608,176381,176746,176987,178019,179083,179827,180805,181294,182564,183460,185439,187114,189116,189971,191196,192223,193582,194974,196910,198534,199820,202038,204638,206457,206641,206400,207153,208766,211030,213642,214958,216135,216728,217795,218344,218882,218783,218028,216923,217066,217558,218460,219100,220058,220948,221597,222322,223247,223784,224939,226199,227815,229311,230384,231977,232744,233558,233590,233724,234436,235514,235807,235771,235530,236242,237343,238712,240014,240255,240079,240038,241084,242394,243421,244021,244239,244273,243178,241775,240406,239323,238318,237756,237184,237641,236787,237380,237144,238679,238928,238945,237690,236794,235941,235033,234181,233772,234403,235764,236699,237051,235760,233899,231582,229687,227833,226378,225860,226494,227101,226688,226238,226235,226967,227176,226961,226132,225526,224578,224157,224084,224433,224645,225184,224741,224933,225131,226351,227162,227329,227666,227463,227539,228647,229805,230923,231733,232253,232190,231510,231782,231837,232030,232018,232820,233658,234015,234055,233473,232707,232510,232531,233629,234466,235483,235652,235017,234282,234455,235451,235877,236060,235921,236455,236854,236899,236868,236562,236652,236442,235472,234719,234230,235145,236306,237599,238287,239117,239291,239428,238404,238762,240295,242008,243617,244082,245306,246294,247525,248962,249831,251861,253930,255892,256257,256223,256672,256826,256893,255955,255599,255352,255682,255282,254857,254364,255510,256618,257906,258912,260078,261228,261903,262202,262012,261940,263614,266491,269563,271812,274032,277128,279584,283197,286201,290010,292955,295283,298762,300768,305051,309962,315951,320651,323925,326412,327878,329418,331560,334442,339403,345874,353037,357315,360754,363486,366198
63227,7370,13669,zip,NY,NY,Ogdensburg,"Ogdensburg-Massena, NY",Saint Lawrence County,41812,42020,42206,42565,42950,43242,43583,43713,43832,43818,43463,43120,42921,43162,43502,43698,44306,44890,45507,45633,45727,45819,46133,46492,47001,47409,47900,48303,48659,48861,49044,49156,49393,49577,49992,50329,50840,51178,51621,51935,52151,52244,52258,52680,53235,54013,54633,55084,55622,55728,55900,55799,55963,55968,56018,55984,56146,56245,56306,56242,56219,56344,56623,56947,57568,57843,58302,58519,59188,60567,62646,63454,63441,62480,63295,63798,63945,63928,64450,65414,65712,65663,65525,66137,66756,67439,67598,67632,67800,67761,67581,67181,67162,67483,68143,68421,68704,68803,68770,68478,68022,67620,67063,66721,66433,65972,65437,64978,64974,64974,64784,64499,64081,63701,63244,62823,62010,61209,60506,60353,60346,60461,60494,60605,60619,60724,60690,60583,60503,60330,60168,59938,59864,59971,60254,60724,61118,61353,61406,61546,61487,61195,60898,60881,61307,61792,62101,62158,61446,60678,60305,60534,61132,61467,61428,61212,60507,60703,60001,60341,59804,60452,60176,60380,60315,60552,60961,61427,61898,61865,61632,61994,62807,63630,63690,63298,63072,63086,63171,62877,62772,62698,63041,62446,62031,61593,61676,61776,61673,61553,60924,60304,59861,59836,59904,59869,59876,59919,61315,61454,61927,61341,62153,62334,62112,61723,61508,61288,60980,60560,60292,60065,60330,60167,60068,59426,59185,58654,58252,58453,59254,60216,60663,60954,61249,61904,62413,63041,63396,63753,64111,64086,63864,63473,63569,64080,64750,65293,65747,66105,66316,66291,66453,66532,66130,65570,65095,65281,65700,67025,68110,69184,69782,70250,70520,72283,74911,77907,79614,81191,82420,83215,84652,86697,88889,89456,90023,90674,93120,94315,95047,94147
