RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022
63215,15116,13656,zip,NY,NY,La Fargeville,"Watertown-Fort Drum, NY",Jefferson County,50017,50652,50981,51511,51636,51863,52547,53010,52944,52548,52658,53062,53584,53714,53996,53759,53873,53649,54136,54244,54722,54667,54783,55459,56489,57664,57950,57962,58074,58601,59207,59310,59224,59296,58426,57626,58185,59771,61253,61177,61484,61873,62322,60385,58569,56725,57313,57839,58670,59109,59659,59360,59647,59993,60902,61488,63454,65921,68122,69355,70143,71216,71508,72188,73030,74413,75820,77108,78930,80018,81283,82027,83290,83170,83946,83752,85180,85006,85886,86106,86448,86812,86620,86955,86763,88049,88589,89828,90728,92362,94229,96941,99579,101275,102398,103812,105838,107058,108395,109406,111148,112606,113739,114174,113627,113213,112725,112780,112821,112951,112902,112613,112078,111231,110465,110107,110255,110666,110121,109752,108893,108959,108832,109232,109266,109444,109359,109663,109580,109611,109836,110162,110289,110133,109752,110062,110055,110536,110914,111797,112576,113730,114784,116088,117614,119459,121209,121926,121840,121759,121938,122033,121701,121824,122905,123761,123285,122300,122679,124227,125576,125736,125132,125050,124797,125336,125369,125891,125774,125331,124859,124088,123896,124005,125008,125434,124909,123741,123491,124349,125573,125620,124480,122715,122156,122028,122048,122002,122838,123427,122642,120696,119958,121083,122492,123316,123297,123345,123525,123313,123329,123269,123289,123077,123531,124473,125604,126083,126905,128258,130753,131897,132150,130479,130488,127706,129193,129958,133253,133532,133534,134517,134423,134133,133324,133043,132956,132940,133289,133673,133974,134523,134049,133499,132370,133121,134355,131865,128228,127877,130741,133675,133059,132596,131734,131730,132170,132784,133315,135180,138247,140924,142574,143784,146065,147460,150066,151631,154383,156244,158454,159444,159956,159905,159833,160691,162025,165504,169316,174215,177154,179127
63708,15121,14750,zip,NY,NY,Lakewood,"Jamestown-Dunkirk-Fredonia, NY",Chautauqua County,78393,78992,79241,79862,79947,80358,80643,80804,80788,80775,81288,81653,82367,83223,84028,84312,84307,84266,84892,85437,86109,86247,86286,86242,85967,86007,86433,87312,88014,88495,87526,86501,85494,86092,86858,87462,88082,88393,88688,88568,88910,89117,89451,89339,89333,89389,88499,87824,87912,89056,90063,90314,90604,91075,91501,92170,92598,93097,93402,93885,94545,95290,95629,95614,95819,96334,97072,97742,98112,98444,98458,98981,99407,99905,100161,100497,100843,101338,101334,101659,102247,103214,103731,103967,103690,103052,102656,102794,103579,103893,104399,104729,104740,104706,104877,105177,105642,105913,107892,109261,111889,111369,110888,111035,114130,116562,115850,114015,112359,110342,107989,106118,104842,103755,102634,102249,102167,102557,103308,104087,104368,104683,104810,105065,105138,106956,108712,110468,109416,108300,107340,107518,108245,108794,108418,108339,107972,108356,107859,107070,107415,108563,110669,111748,111351,110595,109763,109920,109961,110096,110200,110438,110458,110674,110703,110361,109885,109121,108654,108526,108538,108632,108611,108712,108309,107631,107467,107589,107128,106859,106187,106206,105773,105988,106593,106619,106782,106466,106481,106748,106992,107331,107748,108116,108873,109386,110082,110426,110614,110779,111998,112694,113587,113849,114274,114517,114006,113794,114016,114716,115476,115526,115669,115769,116443,117073,117739,117673,117645,117549,117896,118530,119035,118888,118128,117085,116266,115388,115665,116866,118766,120611,121774,122991,123526,124209,124603,124970,125341,126251,127880,129009,130332,131467,133673,134762,134689,134352,133959,134611,135433,136680,137259,136990,137689,138087,139314,139886,141788,143772,145384,147457,149108,151042,152916,154897,157124,158753,160073,161322,162495,165308,168300,171747,174696,177549,180774,184279,190312,195932,201595,204045
63459,15137,14202,zip,NY,NY,Buffalo,"Buffalo-Cheektowaga, NY",Erie County,180346,181253,184673,189010,193014,194750,191846,187317,181480,180045,181327,187244,192471,196363,195851,194821,194151,193196,195723,198392,202566,204603,207076,209214,209461,209523,209100,210446,210349,210977,213246,217590,219934,220368,217276,218312,217985,221636,223454,223809,224734,221850,216663,208462,202894,203460,203163,203287,201346,201695,203004,205060,205799,205860,206249,209561,211915,213999,214393,214650,215299,215529,214937,216017,217170,221776,225206,229286,231730,234196,236949,238459,241183,242136,243458,246116,248654,253110,255501,261376,264069,268404,273166,278139,280138,279804,280054,281293,281401,285135,288729,293765,297247,298977,297008,292903,290434,290863,292196,293365,298579,303781,304853,302128,298939,298253,297040,296184,297929,297838,298591,299729,301565,298992,294385,294186,297530,297140,292446,287181,285109,284102,283812,284732,284451,285418,287249,287962,287376,285935,289108,291774,294751,294334,293260,291468,289671,288528,288988,289175,290811,289547,290336,291096,293515,293971,292858,290900,290192,289871,291106,290268,288812,286153,285434,285641,285947,287697,287737,288226,286739,287303,288544,289301,291350,292059,295901,296689,298479,297809,298221,298277,297225,296854,297178,299647,301904,305424,307598,309314,309747,310787,312789,314066,313883,312856,311535,311814,313792,314697,316364,316795,319027,320756,322469,322851,322497,326815,332426,339947,342538,344367,344986,347505,349991,353566,356553,359524,363419,367045,371077,375043,377859,384020,390697,398268,399695,398914,399155,402448,404474,404658,404857,406857,409970,411547,411289,411375,414536,419960,425727,429422,432709,434526,435636,435287,433635,432644,433139,432959,432645,432374,433776,435877,437593,439647,442123,444078,449392,455422,462297,467767,473999,478707,480940,482717,493925,508035,522576,527154,530398,529402,527910,526471,529838,535699,544736,552252,558971,559643,558059,550073
62872,15141,12966,zip,NY,NY,North Bangor,"Malone, NY",Franklin County,39418,40280,40669,41790,42360,42851,42730,43186,43705,44112,43923,43821,44285,44732,45176,45668,46325,46407,46373,46214,46552,46799,47044,47232,47472,47937,48707,49636,50078,50713,51077,51812,51965,52299,52574,53192,53676,54305,55199,56493,57614,58490,58560,58680,59006,59422,59764,59628,60127,60872,61819,62670,63487,64583,65321,65697,65677,65661,65907,66108,66852,67366,68100,68719,69361,70098,70527,71352,72147,72888,73341,73282,73526,73489,73572,73493,73072,72819,72140,72380,72651,72855,72957,73351,74183,74523,74470,74181,73858,73255,73037,73265,73558,73545,73335,73520,73524,73340,72871,72518,72416,72255,71926,71563,71113,69900,68504,67255,67077,67133,67083,66853,66464,66192,65953,65600,65099,64563,64183,64107,64299,64552,64660,64626,64623,64609,64779,64935,65143,65055,64909,64643,64414,64232,64021,63896,63846,63983,64067,64087,64570,65302,66025,66266,66260,66232,66206,66121,66202,66246,66419,66482,66541,66686,66725,66962,67085,67251,67262,67418,67796,68163,68488,68546,68418,68221,68013,68054,68113,68391,68604,68888,69274,69804,70394,70979,71258,71601,71726,72134,72402,72813,73144,73603,74074,74630,75124,75314,75460,75570,75968,76389,76818,77363,77813,78240,78511,78933,79511,80084,80558,80874,81319,81720,82000,82049,82162,82439,82896,83454,84057,84677,85218,85785,86437,87009,87339,87703,88081,88696,89256,89718,90219,90562,90933,91383,91781,92342,92724,93175,93639,93768,93848,93735,94001,94361,94636,94922,95484,96026,96439,96288,96470,96540,97026,97509,98178,98198,98147,98021,98873,99701,101349,102754,104312,105041,106462,107940,109616,110405,111144,111680,112193,114280,116331,118339,118679,119349,119970,121154,122137,123195
62323,15146,11978,zip,NY,NY,Westhampton Beach,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County,458357,460820,463402,469359,476408,487790,497774,505849,511316,518657,525794,535098,544389,557512,567019,575251,581633,583477,587165,590228,596076,604198,615677,626303,633024,636770,644211,651371,660480,670444,683305,696390,709522,714497,719957,724621,738675,751819,766073,781579,794577,802034,807267,812730,824350,832964,846104,856712,879523,903022,925109,936108,944078,953137,968783,984420,999177,1013999,1022841,1038502,1060869,1083367,1102611,1115405,1135139,1159394,1185698,1216235,1237890,1260319,1274001,1289584,1301466,1314280,1328299,1333420,1343016,1349364,1357331,1355700,1353345,1353607,1355493,1357743,1353056,1351430,1352750,1361424,1363791,1365239,1359022,1346582,1332614,1324508,1326937,1341048,1338958,1341960,1326492,1307245,1285184,1265922,1264559,1257185,1253266,1246386,1241654,1229649,1208509,1188679,1172334,1168352,1163771,1164972,1152419,1139053,1128181,1126744,1124185,1121416,1124359,1134663,1140448,1145350,1146427,1145104,1141170,1137802,1132033,1124722,1113051,1105901,1098582,1098125,1097404,1099168,1102235,1108655,1110416,1112198,1110932,1109274,1106864,1103843,1104316,1098771,1092088,1094400,1091878,1091369,1083479,1086446,1092297,1091097,1081792,1068067,1062911,1063048,1059611,1056972,1057161,1064926,1074828,1084226,1093646,1103386,1114395,1125787,1130949,1132344,1136016,1144977,1153588,1160083,1164160,1169659,1173690,1175215,1172361,1170991,1174154,1181566,1187695,1189240,1188420,1182400,1180782,1181374,1186718,1191275,1193632,1190518,1184642,1179691,1185953,1193480,1201105,1200294,1201368,1207977,1214694,1223612,1229455,1242724,1251856,1255734,1256598,1258481,1270777,1277212,1287014,1291326,1302081,1311339,1322126,1330034,1337849,1349192,1360612,1370324,1373112,1376120,1373681,1372879,1376485,1384975,1391555,1389939,1385031,1380390,1379577,1377670,1374994,1366625,1361821,1354712,1350482,1344845,1345126,1347500,1357182,1370541,1382189,1385922,1386206,1388457,1396575,1407144,1425433,1447151,1473242,1498935,1522226,1540295,1559121,1584089,1615486,1648379,1678869,1703787,1727425,1740613,1754809,1764762,1787315,1814648,1843076,1875775,1916437,1956358,1977041,1976500
63722,15163,14772,zip,NY,NY,Randolph,"Olean, NY",Cattaraugus County,57335,58139,58495,59333,59608,60125,60215,60322,60177,60234,60387,60459,60791,61312,61978,62400,62678,63163,63447,63719,63798,64586,65451,66072,66620,67197,68188,69076,69815,70751,71236,71805,72171,72932,73476,73765,74219,74844,75996,76541,76856,76954,77132,78018,78811,80354,82257,82425,81852,79912,79490,79611,80254,81101,81374,81976,82361,82724,82898,83304,84050,84684,85282,85575,85821,86068,86352,86502,86772,87311,87933,88669,89286,90112,90668,91488,92061,92599,93081,93853,94085,94946,95976,97497,98570,99323,99767,99843,99604,99574,99391,99295,99500,99612,99806,99627,100093,100462,100989,100616,100544,100262,100209,99751,99093,97927,96624,95633,95403,95424,95416,94946,94568,94035,93670,93096,92574,91985,91360,90928,90803,90912,91069,91118,91208,91298,91456,91555,91368,91062,90537,90057,89910,89813,89725,89238,89063,89038,89320,89262,89081,88345,87549,86838,86576,86653,86848,86866,86881,86818,86856,87033,87164,87415,87323,87229,87075,87172,86137,84992,84100,83655,82930,81054,78786,76624,73166,70231,67644,66716,67322,67939,70337,72184,73618,74289,75454,76818,77166,77045,76827,77222,76834,76599,76169,76585,76757,76301,75169,73946,73260,72516,71964,72108,72538,73594,73796,73560,73664,73652,74207,73925,74476,74889,75471,74819,73670,72006,70675,69431,68934,69313,69857,70247,70568,71605,71973,72169,72439,72846,72941,73140,74175,75317,76484,76984,77807,78531,79690,80823,81355,81855,82565,82623,81929,80885,80380,80632,80837,81456,82155,83005,83728,83556,83148,82189,82286,81673,81326,80362,80896,81437,82514,82836,82728,82908,83811,85364,87715,90766,93925,96205,97911,101316,103356,107502,110591,115432,119624,122817,125543,126311
63429,15209,14125,zip,NY,NY,Oakfield,"Batavia, NY",Genesee County,65673,66297,66889,67531,67343,67057,66978,67574,67713,68006,68109,68656,69238,69814,70291,70525,70523,70632,70861,71388,71823,72392,73036,73738,74436,75251,76049,76755,76977,77303,77648,78219,78601,79080,79588,80251,80830,81446,81945,82278,82242,82321,82367,83424,84512,85919,86257,86667,86922,87799,88683,89461,90301,91287,92512,93316,93924,94502,95469,96397,97343,98428,99261,100008,100490,101231,102178,102864,103229,103458,103895,104623,105264,105561,105381,104826,104395,104035,103945,104114,104585,105191,105522,105813,106358,106766,106676,106356,106414,106682,106728,106932,106930,106678,105916,105535,105213,104810,104241,103562,102830,101885,100742,99835,99116,98200,97291,96423,96099,95633,95073,94280,93516,92642,91865,91085,90336,89777,89321,89022,88746,88500,88459,88455,88435,88200,87985,87832,87870,87739,87515,86927,86375,85803,85490,85272,85046,84758,84485,84322,84139,84044,83960,83873,83636,83324,83135,83105,83079,83015,82905,82819,82787,82806,82893,82982,82912,82868,82860,82965,83011,83069,83132,83245,83610,84006,84379,84371,84386,84508,84806,85201,85573,85933,86235,86480,86713,86966,87376,87767,88067,88235,88472,88828,89163,89502,89863,90258,90738,91127,91553,91878,92180,92455,92851,93199,93553,93975,94574,95235,95708,96150,96526,96908,97221,97540,97983,98575,99229,99849,100492,101216,101898,102440,102875,103394,103956,104574,105038,105488,105900,106222,106585,106895,107296,107668,108167,108741,109301,109703,110065,110279,110581,110939,111477,111982,112419,112915,113639,114416,115228,116660,117271,117764,117397,118057,118724,118909,118957,119301,119944,121014,122023,123460,124429,124844,125457,127225,129555,131481,132766,134624,137158,139349,141369,143092,144926,145856,146976,147938,149007,150360
63681,15215,14719,zip,NY,NY,Cattaraugus,"Olean, NY",Cattaraugus County,57377,58147,58588,59567,59958,60347,60516,60734,60836,60489,60533,60720,61568,62234,62947,63674,64012,63997,63936,64046,64249,64245,64440,64538,65050,65319,66105,66594,67543,68025,68506,69196,70099,70812,71177,71738,72517,73339,74137,74747,75351,75880,76394,77229,78058,79317,80805,80861,80237,78547,77970,78064,78722,79445,79669,79970,80238,80541,80860,81514,82508,83300,84061,84573,85020,85343,85661,85980,86081,86281,86379,86920,87260,88068,88800,89797,90417,91012,91714,92670,93124,94023,94638,95928,96827,97714,98224,98649,98835,98716,98488,98481,99034,99387,99536,99431,99465,99496,99500,99041,98788,98390,98010,97267,96461,95535,94476,93631,93394,93444,93506,93115,92720,92033,91557,90780,90262,89565,89009,88443,88201,88261,88439,88470,88656,88852,89306,89346,89364,89393,89488,89308,89153,89040,89051,88638,88401,88332,88463,88579,88642,88368,87854,87327,87351,87609,87968,88101,88286,88374,88391,88178,88122,87916,87829,87511,87544,87653,86628,85447,84668,84139,83052,80411,77141,74260,70559,67852,65473,64661,65122,65646,68005,70105,71607,72230,73231,74598,75029,74978,74552,74624,73940,73716,73389,73935,74168,73917,72895,71772,70937,70203,69669,69769,70134,71197,71514,71397,71304,71255,71761,71615,72236,72632,73294,72816,71794,70185,68754,67487,67013,67410,68105,68649,69027,70107,70592,70852,71023,70996,70835,70742,71943,73151,74277,74604,75286,76092,77185,78343,78796,79914,81016,81591,80858,79917,79404,79588,79872,80715,81755,82829,83741,83614,83275,82419,82642,82300,82262,81766,82511,83259,84256,84540,84424,84492,85301,86644,89175,92354,95520,97770,99466,103051,105295,109758,113494,118453,122958,125908,129113,130231
63269,15243,13748,zip,NY,NY,Conklin,"Binghamton, NY",Broome County,72225,72492,72800,73356,73740,74198,74175,74339,75099,76634,77760,78467,79037,79686,80190,80771,81455,81562,81437,81820,82256,82661,83366,84343,85253,85389,85552,86026,86549,86975,87206,87551,88134,88326,88004,87242,86592,85696,85107,84410,84139,83874,83095,82812,82916,84002,84911,85907,87069,88387,89449,90269,91329,92418,93745,94302,94343,93982,94110,94016,94279,94513,95198,95731,96454,96627,96889,97364,98757,100518,102416,104528,106361,107973,109651,110378,110906,111437,112393,112940,113020,113440,113386,113329,113310,113837,113793,113718,113611,113235,113047,112437,113180,113745,115129,115996,116699,116960,117685,118819,120088,121352,121847,122951,122807,121422,119248,116658,115566,114752,114667,115060,115370,115875,117147,117981,118080,118298,119996,122784,123584,123404,123586,123751,123902,123684,124546,124874,124977,123412,121148,118476,116757,115901,115013,114210,112933,112189,111386,111510,110782,110323,109660,111253,112436,114000,113972,114084,114128,114096,113907,113326,113993,115228,116004,115910,116010,117555,117906,117885,116717,115437,113881,112607,111896,111683,112074,112841,112918,111608,110569,109433,109810,110157,111991,112480,113267,112822,111457,108870,107234,106913,107248,107243,107132,107875,108665,110306,111222,111458,112486,113154,113442,111741,111265,111557,112664,112577,112379,111190,110314,110257,110477,109652,108778,107796,108173,107039,105596,105661,106392,108109,108518,108737,110202,111407,113653,114770,116257,118023,120584,122633,123388,123552,123414,123220,123185,122082,121206,120874,121909,123721,124017,124530,123901,123565,123187,123603,124709,124100,124408,124325,123878,122657,121898,123584,125593,126858,127464,128707,129810,131779,132015,132978,133491,134513,135224,136707,139631,143801,146498,147066,146195,147088,147926,149022,149358,150593,153260,155248,156716,156782
62468,15268,12196,zip,NY,NY,West Sand Lake,"Albany-Schenectady-Troy, NY",Rensselaer County,143982,144824,145755,147336,148578,148842,149740,150655,151726,152359,152932,153811,154398,155225,155808,156094,156236,156309,156409,157261,158444,159663,160089,161168,163029,165271,166996,167725,168025,168719,170579,170741,170295,169044,169946,170691,171687,171853,172680,173521,175311,177573,179832,181634,183681,186492,189805,191916,194463,196297,198351,199601,201628,201118,201044,202827,205538,207034,206026,207021,207392,206557,205027,204294,205542,207303,209137,210662,212059,214624,217834,221665,224533,227748,230133,232435,233571,236710,239536,241469,241126,241195,241426,239995,238109,236864,238576,239351,238536,237219,236643,237025,237567,238516,239564,239772,240205,240211,238924,237159,236786,238367,240364,241572,242963,241615,240400,238208,236339,234404,234461,236612,237478,235560,232492,230274,228606,228327,228530,228987,229786,230773,231780,230963,230536,231097,232458,232823,232762,233197,232410,230185,227610,226671,226971,226730,226342,221770,217063,212963,212981,213052,211707,212015,212069,212418,211334,211456,211985,212650,213202,213543,213962,214888,216402,217410,217790,217882,217023,216802,216535,217195,217584,218165,218453,218053,217298,216361,215257,215323,215941,216691,216848,216320,216089,215434,215743,216283,216584,217005,217442,217725,216946,216636,216746,218032,218710,219793,219470,219117,219083,219305,219713,219807,220218,220964,221347,222074,222906,223297,224319,224735,225937,226376,227434,227078,226628,225553,225338,225492,226787,228137,228876,228637,228850,229844,232612,236315,238452,240019,240339,241695,241275,241495,241666,241979,242116,242138,242492,241508,241382,241427,242295,242640,243291,243745,243771,244040,244149,245222,244585,245013,247111,250592,253911,254708,254533,255606,257620,261124,263573,266574,270683,276213,281463,285927,288055,290836,294167,299077,303863,307268,311180,313715,317270,318946,322626,328953,334735,339721,341502,345804
62403,15285,12117,zip,NY,NY,Mayfield,"Gloversville, NY",Fulton County,63192,63342,63426,63842,64144,64664,65151,65720,66024,66292,66494,66654,66263,65872,65842,66126,66423,66568,67076,67934,68649,69180,69557,70010,70272,70543,71039,71698,72142,72534,73355,74359,75307,75914,76494,77201,77647,78034,78379,78996,79353,79474,79551,80399,81524,82788,83392,83917,84132,84616,85302,86170,87400,88754,90437,91750,92473,93100,93957,94968,95529,95988,96637,97406,97711,97893,98137,98925,99617,100256,100734,101363,101934,102523,102997,103033,102837,102888,103762,104984,106192,106990,107393,107867,108419,109216,109658,110232,110464,110834,110977,111263,111527,112472,113816,114807,115470,115519,115579,114984,114370,113664,112947,112248,111614,111374,111075,110954,110647,110423,109977,109575,109054,108478,107821,107289,106749,106128,105743,105573,105612,105624,105660,105961,106328,106828,107000,107204,107262,106957,106508,105956,105883,105530,105126,104715,104701,104826,105050,105145,105350,105686,106030,106265,106225,106263,106415,106831,107239,107528,107518,107465,107123,106753,106604,106698,107007,107103,107476,108012,108740,109395,109891,109969,110313,110556,110896,110902,110949,111259,111595,111890,112059,112328,112833,113382,113692,113577,113386,113447,113749,113936,114347,114780,115446,115624,115913,116215,116882,117469,118440,119325,120228,120849,121364,121922,122413,123214,123874,124283,124501,124723,125296,125805,126265,126581,127130,127872,128729,129366,130038,130763,131480,132528,133205,133955,134263,134712,135078,135390,135993,136675,137417,138014,138659,139473,140154,140745,141175,141779,142341,142180,141834,141553,141841,142104,142464,142897,143104,143072,142882,142655,142388,142364,142699,143331,143899,144148,144909,145963,148006,150141,152499,155557,159925,164629,168382,169992,172700,175053,178011,180037,183780,187903,191643,193974,195773,194869,194870,194261,196122,197310
62834,15287,12919,zip,NY,NY,Champlain,"Plattsburgh, NY",Clinton County,66310,66612,66675,67085,67339,67770,67915,68029,68025,68096,68249,68278,68605,68935,69474,69937,70613,71236,71700,72018,72751,73456,74190,74675,75237,75852,76563,77330,78083,78530,79023,79347,79757,79976,80101,80516,81096,81720,82051,82301,82852,83461,84060,83561,83217,83039,83537,83561,83436,83561,83668,83545,83479,83729,84007,84403,84914,85692,85730,85751,85730,86020,86485,86777,87619,88031,88743,89451,90477,91767,92735,93871,94972,95970,97221,98148,98677,98754,98498,98880,99394,100106,100483,100303,100343,100389,100502,100618,100931,101823,102616,103376,103844,104312,104853,105860,106600,107000,106726,106329,105974,105583,105335,105165,104763,103908,102939,102131,101722,101312,100898,100500,100138,99804,99508,99235,98881,98600,98397,98321,98165,98088,98075,98339,98709,99096,99371,99561,99565,99409,99116,98854,98504,98099,97742,97594,97617,97528,97532,97533,97459,97292,97092,97056,96817,96530,96326,96394,96517,96638,96653,96603,96582,96654,96858,97080,97115,97222,97265,97503,97682,97927,98032,98142,98283,98614,98803,98920,98952,99173,99472,99902,100320,100894,101436,102081,102500,102884,103179,103522,,107623,109151,110876,112030,112676,111470,110362,110170,109814,108922,107792,106298,105128,104099,102921,102239,101622,101535,102351,102395,102596,101694,102524,103067,104157,106788,107898,110336,110708,112930,112334,112979,113441,115622,116872,118177,118106,117483,116695,116813,116679,116538,116410,117155,118487,119674,119469,120553,121726,123716,124001,124128,124896,125181,125285,124645,124133,124699,124961,125081,124272,123938,124633,126033,127355,128561,129383,129881,130684,131058,132210,132748,134248,135234,136108,135575,135477,135873,137643,139496,140924,142084,143685,146066,148479,151092,153730,156168,158117,159999,162269
63050,15329,13317,zip,NY,NY,Canajoharie,"Amsterdam, NY",Montgomery County,49310,49515,49625,50253,51005,51887,52401,52752,52949,53152,53475,53791,53970,54015,54078,54650,55049,55646,55693,56217,56868,57598,58157,58464,58937,59383,59787,60413,60971,61634,62082,62663,63208,63675,64047,64480,65001,65369,65722,66388,67005,67463,67400,68267,69238,70527,70851,71437,71943,72708,73364,74156,75164,76274,77568,78302,78913,79197,79934,80861,81785,82676,83257,84141,84888,85880,86686,87602,88521,89306,90108,90988,91629,91877,91797,91789,91927,91911,91704,91750,91871,92448,92793,93338,93509,93605,93469,93507,93398,93075,92488,92179,92191,92220,93026,93664,94683,94732,94851,94466,93953,93190,92622,92282,91902,91115,90078,89371,89173,89163,88890,88604,88273,88102,87783,87430,86619,85989,85412,85392,85298,85455,85525,85632,85577,85535,85503,85280,85058,85014,85068,85088,84757,84511,84272,84067,84214,84472,84864,84826,84757,84909,85152,85181,84829,84443,84226,84132,84215,84335,84419,84397,84044,83839,83502,83417,83309,83313,83334,83529,83817,84159,84321,84387,84873,85243,85665,85588,85500,85532,85741,86096,86289,86422,86789,87111,87421,87700,88018,88420,88611,88969,89151,89471,89744,90216,90650,90947,91196,91380,91408,91318,91200,91320,91576,91896,92236,92659,93092,93437,93736,93735,93794,93738,93119,92483,92098,92616,93154,93623,94004,94517,94949,95442,95835,96146,96649,97268,97846,98132,98266,98453,98613,98846,99232,99546,99965,100115,100629,100856,101226,101283,101361,101339,101418,101618,101822,102026,102361,102776,103342,103526,103679,103678,103635,103700,103831,103953,104026,104260,105046,105932,107647,109388,111111,112095,113031,114012,115023,115950,116767,117452,118028,120543,123074,125182,125353,125384,125969,127039,128047,128849
